20251006183423_94281704-b9d1-40ea-8125-33f332d16859.sql	OK	
20251006183516_3a22ec16-95d0-4c52-ab21-57e81846c1aa.sql	OK	
20251006183646_da2c9594-28e0-44b4-b31d-d9cf4e30d3f7.sql	OK	
20251006184737_af7beaf0-d9e9-4180-ac01-7c92d6a96fa6.sql	OK	
20251006184850_d528c7a1-ebc2-4edc-8879-d78d492c1819.sql	OK	
20251006185455_f31d91d4-6b4b-4450-a0c0-1efd1c33b509.sql	OK	
20251006185750_9db5dd3b-7280-4f7e-a11e-9b1d2e26ac80.sql	OK	
20251006192141_f5114290-99b8-4652-be70-a0a1774ac097.sql	OK	
20251006195833_99629f7b-439c-43d4-881a-85c7aaf1a72e.sql	FAIL	ERROR:  User rigelenterpriseinfo@gmail.com not found in auth.users
20251006211205_da969c83-bc75-440c-8520-608e60440832.sql	OK	
20251006211243_06696282-f9c3-499d-a2fa-09c8f39eea7a.sql	OK	
20251006215032_ad03b2cd-29c5-442c-b278-3612ace37cee.sql	OK	
20251006215210_43f7b677-c91e-4627-96d5-2568ea46b42d.sql	OK	
20251006215357_6ebc2781-ebd4-4f44-8c6f-2642da520664.sql	OK	
20251006221654_953d6a76-b4ce-4c5b-9a46-fdc1064137b4.sql	OK	
20251006221839_cef40604-eb45-447c-b3e3-e9931e4a49cb.sql	OK	
20251006222838_aa4ac7f3-0d43-4101-b0fc-e1c220a63b3f.sql	OK	
20251007175738_fad2789d-8d4d-4e97-8630-5504ad99f82a.sql	OK	
20251008160922_be01fdcd-d40c-4062-a3db-21739c3c310d.sql	OK	
20251008161100_1bc6347f-39bf-4c61-9679-beb01e34d7b4.sql	OK	
20251008165011_71797e7e-905e-472b-9e49-cdc105f79b4a.sql	OK	
20251011080818_fb70d39c-7051-43cd-b4f5-72d14396a1fc.sql	OK	
20251011083329_30d3bc80-8684-4929-80ce-a976d0a04991.sql	OK	
20251011111855_0190c9cb-1cff-4878-8d22-2a7fe9b52a1d.sql	OK	
20251011111916_c09cbd2a-cd38-491d-974b-9d6ddae77c1c.sql	OK	
20251011111938_0a1b3463-ec0a-4f1a-8692-ed2ac5799a05.sql	OK	
20251011112000_f515142d-82f5-4b3a-a057-cb0f29698dd8.sql	OK	
20251011120333_3756a13e-caec-4365-bab0-8912867e3646.sql	OK	
20251011120359_4294ed3f-9105-4476-9754-0502e25e7da6.sql	OK	
20251027050634_afde8b38-77ba-4863-b3ec-854cd65e14e3.sql	FAIL	ERROR:  schema "storage" does not exist
20260311215447_6a76a7fa-1d40-4f32-b285-aa7a8438f29a.sql	OK	
20260311215515_3fc089d2-14f3-4ed0-ae34-03d244184658.sql	OK	
20260904071751_fix_auth_rate_limits_unique_hashed_email.sql	OK	
